,CNTR_NAME,ISO3,Gas,Component,Year,Data
571,Slovenia,SVN,CH4,Total,2013,12639602.0
572,Slovenia,SVN,CH4,Total,2014,1169325.0
573,Slovenia,SVN,CH4,Total,2015,12111614.0
574,Slovenia,SVN,CH4,Total,2016,12388395.0
575,Slovenia,SVN,CH4,Total,2017,12369784.0
576,Slovenia,SVN,CH4,Total,2018,11956496.0
577,Slovenia,SVN,CH4,Total,2019,11849552.0
578,Slovenia,SVN,CH4,Total,2020,11732344.0
579,Slovenia,SVN,CH4,Total,2021,11166569.0
580,Slovenia,SVN,CO2,Total,2002,162957956666667.0
581,Slovenia,SVN,CO2,Total,2003,16161411.0
582,Slovenia,SVN,CO2,Total,2004,166556486666667.0
583,Slovenia,SVN,CO2,Total,2005,168468286666667.0
584,Slovenia,SVN,CO2,Total,2006,173493106666667.0
585,Slovenia,SVN,CO2,Total,2007,202495853333333.0
586,Slovenia,SVN,CO2,Total,2008,201348356666667.0
587,Slovenia,SVN,CO2,Total,2009,181581573333333.0
588,Slovenia,SVN,CO2,Total,2010,18877762.0
589,Slovenia,SVN,CO2,Total,2011,184592723333333.0
590,Slovenia,SVN,CO2,Total,2012,17958911.0
591,Slovenia,SVN,CO2,Total,2013,17185162.0
592,Slovenia,SVN,CO2,Total,2014,154490233333333.0
593,Slovenia,SVN,CO2,Total,2015,156807203333333.0
594,Slovenia,SVN,CO2,Total,2016,16516424.0
595,Slovenia,SVN,CO2,Total,2017,164784516666667.0
596,Slovenia,SVN,CO2,Total,2018,161266586666667.0
597,Slovenia,SVN,CO2,Total,2019,154648886666667.0
598,Slovenia,SVN,CO2,Total,2020,14295197.0
599,Slovenia,SVN,CO2,Total,2021,1372181.0
600,Slovenia,SVN,N2O,Total,2002,3094082.0
601,Slovenia,SVN,N2O,Total,2003,31082034.0
602,Slovenia,SVN,N2O,Total,2004,29712849.0
603,Slovenia,SVN,N2O,Total,2005,29213607.0
604,Slovenia,SVN,N2O,Total,2006,29249903.0
605,Slovenia,SVN,N2O,Total,2007,29328209.0
606,Slovenia,SVN,N2O,Total,2008,29712471.0
607,Slovenia,SVN,N2O,Total,2009,28980824.0
608,Slovenia,SVN,N2O,Total,2010,29359318.0
609,Slovenia,SVN,N2O,Total,2011,29304811.0
610,Slovenia,SVN,N2O,Total,2012,28725563.0
611,Slovenia,SVN,N2O,Total,2013,28504012.0
612,Slovenia,SVN,N2O,Total,2014,28738175.0
613,Slovenia,SVN,N2O,Total,2015,28747925.0
614,Slovenia,SVN,N2O,Total,2016,29075852.0
615,Slovenia,SVN,N2O,Total,2017,28909793.0
616,Slovenia,SVN,N2O,Total,2018,28615829.0
617,Slovenia,SVN,N2O,Total,2019,31127229.0
618,Slovenia,SVN,N2O,Total,2020,30818697.0
619,Slovenia,SVN,N2O,Total,2021,29689849.0
